state,district,enrolment_count,age_0_5,age_5_17,age_18_greater,pct_child,estimated_population,esi,risk_score
100000,100000,214,0,1,213,0.0,246.1,86.95652173913044,0.13043478260869568
ANDAMAN & NICOBAR ISLANDS,ANDAMANS,73,68,5,0,93.15068493150685,83.94999999999999,86.95652173913044,0.13043478260869568
ANDAMAN & NICOBAR ISLANDS,NICOBARS,1,1,0,0,100.0,1.15,86.95652173913044,0.13043478260869568
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,37,37,0,0,100.0,42.55,86.95652173913044,0.13043478260869568
ANDAMAN AND NICOBAR ISLANDS,NICOBAR,74,63,11,0,85.13513513513513,85.1,86.95652173913044,0.13043478260869568
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,129,125,4,0,96.89922480620154,148.35,86.95652173913044,0.13043478260869568
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,187,175,12,0,93.58288770053476,215.04999999999998,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ADILABAD,1395,1115,279,1,79.92831541218638,1604.2499999999998,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1214,1064,116,34,87.64415156507414,1396.1,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ANAKAPALLI,524,505,11,8,96.37404580152672,602.5999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ANANTAPUR,4311,3990,321,0,92.55393180236604,4957.65,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ANANTHAPUR,1937,1789,148,0,92.35931853381518,2227.5499999999997,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ANANTHAPURAMU,3094,2930,154,10,94.69941822882998,3558.1,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,ANNAMAYYA,995,843,48,104,84.72361809045226,1144.25,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,BAPATLA,482,413,53,16,85.68464730290457,554.3,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,CHITTOOR,7947,7266,638,43,91.43072857682144,9139.05,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,CUDDAPAH,5762,5357,403,2,92.97119055883374,6626.299999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,651,604,30,17,92.78033794162826,748.65,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,EAST GODAVARI,7504,6997,497,10,93.24360341151386,8629.599999999999,86.95652173913045,0.13043478260869545
ANDHRA PRADESH,ELURU,608,547,45,16,89.9671052631579,699.1999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,GUNTUR,9480,8539,907,34,90.07383966244726,10902.0,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,HYDERABAD,4708,3723,984,1,79.07816482582838,5414.2,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,K.V. RANGAREDDY,16,13,3,0,81.25,18.4,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,K.V.RANGAREDDY,67,54,13,0,80.59701492537313,77.05,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KAKINADA,932,825,80,27,88.51931330472102,1071.8,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KARIM NAGAR,81,70,11,0,86.41975308641975,93.14999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KARIMNAGAR,643,541,102,0,84.13685847589424,739.4499999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KHAMMAM,1106,847,259,0,76.58227848101265,1271.8999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KRISHNA,6568,6002,533,33,91.38246041412911,7553.2,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,KURNOOL,11516,10692,800,24,92.84473775616533,13243.4,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,MAHABUB NAGAR,1471,1050,421,0,71.38001359619307,1691.6499999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,MAHABUBNAGAR,7,7,0,0,100.0,8.049999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,MAHBUBNAGAR,708,501,207,0,70.76271186440678,814.1999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,MEDAK,1376,1152,223,1,83.72093023255815,1582.3999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,N. T. R,912,772,96,44,84.64912280701753,1048.8,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,NALGONDA,1137,930,207,0,81.79419525065963,1307.55,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,NANDYAL,886,842,38,6,95.03386004514672,1018.9,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,NELLORE,5264,4524,738,2,85.94224924012158,6053.599999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,NIZAMABAD,498,429,69,0,86.14457831325302,572.6999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,PALNADU,830,731,74,25,88.07228915662651,954.4999999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,PARVATHIPURAM MANYAM,489,449,32,8,91.8200408997955,562.3499999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,PRAKASAM,7390,6204,1126,60,83.9512855209743,8498.5,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,RANGAREDDI,1834,1445,389,0,78.78953107960741,2109.1,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,SPSR NELLORE,2183,1167,713,303,53.45854328905176,2510.45,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,1562,669,607,286,42.829705505761844,1796.3,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,SRI SATHYA SAI,901,844,38,19,93.67369589345172,1036.1499999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,SRIKAKULAM,4176,4039,129,8,96.71934865900383,4802.4,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,TIRUPATI,1683,786,672,225,46.702317290552585,1935.4499999999998,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,VISAKHAPATANAM,226,186,28,12,82.30088495575221,259.9,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,VISAKHAPATNAM,7910,7433,447,30,93.96965865992415,9096.5,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,VIZIANAGARAM,3745,3591,151,3,95.88785046728971,4306.75,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,WARANGAL,1004,816,188,0,81.27490039840637,1154.6,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,WEST GODAVARI,5752,5396,334,22,93.81084840055632,6614.799999999999,86.95652173913044,0.13043478260869568
ANDHRA PRADESH,Y. S. R,787,704,52,31,89.45362134688692,905.05,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,ANJAW,36,22,11,3,61.111111111111114,41.4,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,CHANGLANG,790,477,300,13,60.379746835443036,908.4999999999999,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,DIBANG VALLEY,10,7,3,0,70.0,11.5,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,EAST KAMENG,179,87,78,14,48.60335195530726,205.85,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,EAST SIANG,165,79,84,2,47.878787878787875,189.74999999999997,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,KAMLE,30,3,25,2,10.0,34.5,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,KRA DAADI,80,18,58,4,22.5,92.0,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,KURUNG KUMEY,73,19,42,12,26.027397260273972,83.94999999999999,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LEPARADA,3,0,2,1,0.0,3.4499999999999997,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LOHIT,157,98,58,1,62.42038216560509,180.54999999999998,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LONGDING,878,139,703,36,15.831435079726653,1009.6999999999999,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,103,53,48,2,51.45631067961165,118.44999999999999,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LOWER SIANG,31,10,18,3,32.25806451612903,35.65,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,LOWER SUBANSIRI,105,50,55,0,47.61904761904761,120.74999999999999,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,NAMSAI,148,93,54,1,62.83783783783784,170.2,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,PAKKE KESSANG,4,2,1,1,50.0,4.6,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,PAPUM PARE,434,197,232,5,45.39170506912442,499.09999999999997,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,SHI-YOMI,31,8,18,5,25.806451612903224,35.65,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,SIANG,102,39,59,4,38.23529411764706,117.3,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,TAWANG,153,104,42,7,67.97385620915033,175.95,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,TIRAP,89,53,35,1,59.55056179775281,102.35,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,UPPER SIANG,41,21,19,1,51.21951219512195,47.15,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,UPPER SUBANSIRI,139,74,53,12,53.23741007194245,159.85,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,WEST KAMENG,273,155,100,18,56.776556776556774,313.95,86.95652173913044,0.13043478260869568
ARUNACHAL PRADESH,WEST SIANG,186,106,78,2,56.98924731182796,213.89999999999998,86.95652173913044,0.13043478260869568
ASSAM,BAJALI,26,18,7,1,69.23076923076923,29.9,86.95652173913044,0.13043478260869568
ASSAM,BAKSA,3584,2036,1159,389,56.80803571428571,4121.599999999999,86.95652173913044,0.13043478260869568
ASSAM,BARPETA,14033,10277,3230,526,73.2345186346469,16137.949999999999,86.95652173913044,0.13043478260869568
ASSAM,BISWANATH,1272,747,449,76,58.72641509433962,1462.8,86.95652173913044,0.13043478260869568
ASSAM,BONGAIGAON,3103,2279,616,208,73.44505317434741,3568.45,86.95652173913044,0.13043478260869568
ASSAM,CACHAR,17211,11284,4413,1514,65.56272151530997,19792.649999999998,86.95652173913044,0.13043478260869568
ASSAM,CHARAIDEO,1182,653,335,194,55.24534686971235,1359.3,86.95652173913044,0.13043478260869568
ASSAM,CHIRANG,3286,1968,1054,264,59.89044430919051,3778.8999999999996,86.95652173913044,0.13043478260869568
ASSAM,DARRANG,7441,4308,1877,1256,57.89544416073108,8557.15,86.95652173913044,0.13043478260869568
